tweet,class
[@] [@] [@] yea stupid faggot leav till like pm want ride,1
[@] never follow ignor monkey,1
[@] lmaooo naw nigga imma stay right mention hoe,1
[@] nigga changeyal hoe tryna shoot know yall shoot,1
[@] wake ass hoe,1
[@] fight shit say your free lunch must game fuck caus your color like rest,1
[@] shit gon death hoesion like,1
[@] lmaooo rooster hot trash bro know,1
[@] get degre first bitch,1
[@] say ya woman want couch plain sight outchea bitch simpl,1
[@] describ new pussi like baltimor love thing bitch,1
[@] bitch  mess bo fault,1
[@] [@] [@]  citizen said maria spic,1
[@] know play hoe start  tho,1
[@] [@] nasti nigger whore,1
[@] got hoe yet,1
[@] least went wasnt bitch,1
[@] realiz one link awaken kill two bird one stone unless your get wind fish,0
[@] [@] wellhow yanke year run wtfiswrongwithnebraska,0
[@] mexican enough real beaner yet mexican american beaner ,1
[@] got hoe damn,1
[@] hell perk hoe bullshit,1
[@] [@] ugh tebow your offici fag follow,1
[@] said bullshit damn nigger,1
[@] wow comin back  bitch nigga,1
[@] [@] beat bitch seriouslywhat bitch,1
[@] damn bitch never answer anymor lmao jk ili anyway glad first show safe go next one,1
[@] younow fuck bitch shit load hate first broadcast,1
[@] like rape bitch post,1
[@] trick wait bird get close pipe tap screen never hit head,0
[@] [@] ja moest van plisi niet meteen wild gaan denkenjuistjawillen wel meer mensen mij vertellen hoe k moet denken,0
[@] fuck faggot,1
[@] [@] gotta see hoe person caus sleep hoe,1
[@] [@] da fuck hoe look sad,1
[@] lol still lil bitch,1
[@] new nigga hipster hypebeast love faggot ass bright color nike keep give want smh,1
[@] hoe women like center attent,1
[@] nigga like fuckin roach let one hot dam infest crazi bitch dig yo ass,1
[@] kid pussi got white trash kid amp thugnasti wanna ,1
[@] take queer ass dubstep,1
[@] pacer amp member love hair dog came quadraphon stereo could say bitchlol,1
[@] lmao aint savag  hoe everybodi,1
[@] atl bvb sw ptv relaps symphoni set farewel love mayday parad fob paramor etc,0
[@] [@] gunna laff chavarubio beaner support min,0
[@] [@] spoil anyth amp watch nigger nig nog,1
[@] [@] [@] kike want charg  dollaz complet version [LINK],0
[@] [@] sand nigger ran kidd,1
[@] like sand nigger entertain like  knockdown,1
[@] joe cortez ultim faggot fight prove,1
[@] rememb fat bitch steal kfc bucket amp haul ass,1
[@] us beaner piss like robert jew ref stop,1
[@] post bid tell nig use jab,1
[@] true sand nigger amp bum brit claim he atg hall fame legend smh,1
[@] [@] [@] [@] [@] [@] waitwaitwait new one epson bitch lucki ,1
[@] decid bullsnat retard love,1
[@] huhlast  gamestampa balt yank lost best pitcher pleas explain logic,0
[@] sound like hold back infoyanke shill,0
[@] [@] [@] [@] [@] hooker alway complimentarywho want bitch,1
[@] [@] [@] game win hit thursday cap great career guy st ballot hof els,0
[@] [@] [@] pussi,1
[@] [@] [@] eat roast potato smile till cheek sore crow sfx cape crisi supergreat,0
[@] [@] tx trash know troubl aca gop gov state like [@] [@] report lie anyway,0
[@] [@] [@] tx trash show disgrac engag [@] disrespect presid,0
[@] [@] racist [@] tx trash enjoy high along gop win substitut racist [@] loss,0
[@] [@] racist [@] tx trash racist wld intvw [@] ask racist question itwa disrespect,1
[@] [@] green one either red yellow pic,0
[@] ju wanna let know okc trash ibaka aint shit yall aint goin nowher without harden,1
[@] spur bitch team want problem,1
[@] hey sir hous nigger uncl tom grand ole mississippi rest case,1
[@] need ass whip whip mr hous nigger rememb alway b nigger,1
[@] [@] bitch mind busi,1
[@] [@] oh mean like start cunt jp someth noth,1
[@] man look terrifi pictur beat treat like regular bitch,1
[@] mfa wanna spend dime wit em prolli yell money bitch,1
[@] realli miss know drink talk problem like basic bitch,1
[@] waddup doe lil nicca,1
[@] punk ass bitch bullstalk,1
[@] wanna white nigga chillin mini cooper throwin money bitch,1
[@] press start bitch ,1
[@] [@] fuck vers trip bitch stop assum shit,1
[@] ever said dumb mom cop amp track lil bitch kay bye,1
[@] nigga eat hoe lol,1
[@] da realest bitch amber,1
[@] hoe ass nigga ,1
[@] sockin bitch mouf,1
[@] ghetto ass pocahonta ,1
[@]  bad bitch log everybodi shit,1
[@] [@] wussup bitch,1
[@] bitch mad finna throw bitch outsid,1
[@] bitch ,1
[@] bitch bs fck yah ,1
[@] dam bitch,1
[@] wussup bitch,1
[@]  da new bae  bitch bad naw lmao,1
[@]  bitch aint shit,1
[@] bitch know stfu ,1
[@]  pop wop ,0
[@] pop wop drop tho,0
[@] lay bitch,1
[@] umm bitch hello aliv clearli dobt,1
[@] bitch finna get crunk eyebrow doubl papp ,0
[@] know know name somebodi colder monkey face immigr,1
[@] fag hesgay,1
[@] [@] [@] [@] elissa fake cunt,1
[@] saw leprechaun told burn thing,0
[@] [@] hoe sing,1
[@] [@] damn hoe came look mani hoe said shit jam shit,1
[@] [@] lmaooo want hoe suppos hold em,1
[@] [@] lmaooo nigga aint hoe think win,1
[@] [@] lmaoooo beiber get hoe wet big bro tryna tell,1
[@] [@] either bitch like put beyonc nigga aint gone hesit,1
[@] [@] whatev turn hoe zro aint gone get bitch wet,1
[@] fuck takeoff nigga get bitch snap,1
[@] lol hoe yr old,1
[@] naw see hoe,1
[@] wiz warrant like bitch,1
[@] yea come back big rod someth hoe,1
[@] nfn bitch much,1
[@] hollywood nig brought twitter bounc,1
[@] young nigga turn mr catchmeifyoucanim da field nig wedaopp fukemwebal,1
[@] real nigga tho bitch know place,1
[@] weeknd save hoe b idunno bout drake,1
[@] weeknd make muzik hoe b tryna meet women talkin bout,1
[@] styl gotta get dem tweet nig,1
[@] say stubborn son bitch,1
[@] [@] amp al je syri tweet volg [@] maar zij komt er vandaan amp zal je preci uitleggen hoe wat,0
[@] bitch  follow hahaha,1
[@] haha rememb follow ok get panni bunch cunt,1
[@] ps case still trash idgaf anymor,0
[@] damn want buy bitch shit tough,1
[@] know bro nigga seen  african play guard handl hoe,1
[@] lebron brought bitch knee chill,1
[@] [@] would crippl militari ,0
[@] bitch come said make plan ,1
[@] bitch talm bout like  ,1
[@] bitch ion got attitud  sorri hoe shade rn,1
[@] bitch either bye ,1
[@] bitch still subtweet repli though ,1
[@] oh bitch couldnt answer mine need paccag deliv hous  fucc ,1
[@] omg bitch go sleep coincid huh  ,1
[@] think knew bird couldnt tame cajuncharm,0
[@] she wear shirt bitch,1
[@] oh sorri hun suck hope heal fast  dancerproblem,0
[@] self low black bitch,1
[@] negro pleasei got job lmao,1
[@] shoulda told yeah take home pussi lol,1
[@] bitch bye get,1
[@] bitch drunk nah,1
[@] almost ya fuck birthday act right niglet,1
[@] yellow fin edgewat,0
[@] yellow fin,0
[@] [@] [@] [@] would bitch said yea never told stay,1
[@] ewwww nip def perfect,0
[@] [@] brought first allus she hoe [@] [@],1
[@] text niggah,1
[@] [@] ye want fat fat bitch wife,1
[@] realli [@] [@] [@] nude trash,0
[@] fuck outta go put trash ass ink faggot ass self pussi,1
[@] stay talk defend fuckboy ass boyfriend go suck your faggot,1
[@] naw bryan said trash hotel stay somewher els,0
[@] [@] [@] need accept fact your hipster faggot,1
[@] way delet tweet stanki bitch,1
[@] gay stfu dumb monkey,1
[@] oh cool though might browni lol,0
[@] bitch need guidanc,1
[@] [@] [@] [@] [@] [@] hi charli,0
[@] hi charli great day,0
[@] come charli govern tri protect desert tortois atleast barack obama say,0
[@] homee fag,1
[@] [@]  bitch,1
[@] chase god damn faggot ,1
[@] becom retard,1
[@] gone nigguh,1
[@] [@] ima get everi time throw trash away realli belong [LINK],0
[@] [@] faaaaggggottttt speak blond hair confus your hypocrit your faggot,1
[@] vegeta super hoe snack goni someth fierc buu saga wow,1
[@] caus he faggot,1
[@] dunleavi cracker ass honki,1
[@] mccoy wasnt trash td,0
[@] fucc droppin song yu gon drop mixtap nicca,1
[@] damn thot block fuzzi butt  [@] [@] [@] [@] [@],1
[@] chink better rug rat run around yah crib girl enjoy life lol,0
[@] shut chink,1
[@] ok billi goat hair hillbilli,1
[@] said good bye dumb bitch snd said okwhat white devilsi noth vampir lover blood,1
[@] motherfuckin bullshit slingin son whore disgrac vet crap go pussi land belong,1
[@] pussi ass nigga,1
[@] [@] [@] dawson nicki hickman delet fake account stop bitch,1
[@] [@] [@] right pussi,1
[@] gun sale skyrocket gun crime fallen sharpli claim contrari use fuzzi math,0
[@] [@] askim would rather drink squirrel pee johnni depp wig charli chocol factori,0
[@] [@] call someon faggot say kill pathet human fuck disgrac,1
[@] know talk retard faggot,1
[@] fugli bitch john dump ratchet ass,1
[@] ugli flat chest prude ass white bitch,1
[@] guess make us black doubl nigger huh,1
[@] naw retard kinfolk lol,1
[@] call sweet baboo ho,1
[@] btw ever bring past hoe wit yo ol ladi took l hs tryna semi honest smh,1
[@] hoe know  dude hit kim  hoe week,1
[@]  rememb play plaquemin amp kept call whole team gay amp lydia said turn hoe fwm ,1
[@] wasnt say ye kannon ghetto know like look dumb,0
[@] would dead upper cut bitch,1
[@] maa mermaid sharkett pussi,1
[@] nigga pussi smell like,1
[@] new nip drop today rii,0
[@] cmon pussi,1
[@] true miss yall man yall brother mikey start chink lmfao,1
[@] pensk run  nascar yellow sponsor alreadi wouldmakealottasens,0
[@] defens trash he rock jesu soto karass diego chave,0
[@] bitch insomnia shit bed sinc midnight,1
[@] waco ghetto hahaha wait til go pick nat austin tomorrow,0
[@] someon sent month ago bitch,1
[@] [@] [@] lmaooo coley whammm add swerve bitch,1
[@] [@] bitch dat low blow,1
[@] bitch dat yo sahara desert ass,1
[@] bitch look white,1
[@] bitch kill yo self,1
[@] bitch stop takin shit ooo hate dumb bitch,1
[@] bitch watch tf moos meat,1
[@] say thought told delet delet bitch,1
[@] fuck dumb ass bitch hoe,1
[@] lol bitch forcin glass water bitch lil thirsti puss thang,1
[@] bad bitch ayee [LINK],1
[@] ye bitch realiz dat,1
[@] damn son mayb know ya piec tryna get pussi breh,1
[@] nigga byeeeee lmfao dam fag stole girl,1
[@] know whitetear blue yellow lessonoftheday,0
[@] [@] major leagu bitch,1
[@] dat one ugli anim da monkey ador,0
[@] goin expect get slept faggot,1
[@] hahaha thank bitch ,1
[@] thisti hoe,1
[@] bitch phone gonna die seriou got hot pocket,1
[@] damn bro ps trash lol,1
[@] found fuck cock hard love drip pussi,1
[@] god wrote em think coon,1
[@] hell idk pussi better golden,1
[@] lmaoooo aye peopl person know lil rico got hoe hahaha,1
[@] thought youd get hint know your fake cunt delet fake account,1
[@] your fag,1
[@] hoe realli,1
[@] [@] [@] guy think slang around bitch without offens appar,1
[@] make draw like one franch bitch heffa,1
[@] miss tupac rap off hillbilli,0
[@] caus load pussi get right,1
[@] look yellow fever,0
[@] peopl work bitch shit talker yeah dude need girl night ,1
[@] haha ye niggah yesterday night idk man hit night like around  morn go sleep till like ,1
[@] see bro pussi chang ,1
[@] wetback ,1
[@] yeah bitch hit get friend zone brodi ,1
[@] yeah right pussi ,1
[@] [@] [@] he cheat wetback,1
[@] [@] [@] call kidd pussi someth,1
[@] couldnt find regular one faggot,1
[@] [@] like yo page want make da lovin white girl wit color man watchin pullin weeni,1
[@] cdfu bitch fri,1
[@] make pussi make stupid internet threat your child idk probabl deserv,1
[@] [@] go buy bitch,1
[@] shown tini kitten dumb fuck cunt,1
[@] [@] plot twist faggot,1
[@] brother tf negro,1
[@] readi make stat test bitch,1
[@] run cp commun local cop treat ppl like trash hate make ppl think wast,0
[@] show yanke game arizona promo washington huski game bet [@] would want busi,0
[@] peopl shit get shot like peopl hate dodg bullet karma bitch,1
[@] [@] mane yall nicca crazi af wiz old shit got nicca bitin style errthan,1
[@] [@] chatt nicca love doin dat brah,1
[@] lol hell ya dey think nicca der roadrunnin,1
[@] bitch yu safe [LINK],1
[@] view hacker level shoplift  bitch slap lake held drown harsh yeah hate,1
[@] [@] bet pull leas  bitch ,1
[@] [@] [@] [@] look avi fag,1
[@] [@] bitch denni,1
[@] bitch b hypocrit,1
[@] gunna smoke today bitch tho,1
[@] see gill green bitch ass help get school either yall still tournament,1
[@] [@] niggah though daniel lol,1
[@] poop  see go ghetto talk wtf,1
[@]  finna dm pic bruh hoe funni,1
[@] nicca,1
[@] yall nicca spark,1
[@] [@] wasnt train gook boy doe,0
[@] [@] [@] nig fun watch got admit ebola boy speak broken spanish lol,1
[@] [@] [@] bitch,1
[@] [@] [@] guess dumb bitch need drink time place fuck someon haha,1
[@] lay bed bout pass  gonna bitch,1
[@] haha kiddin ya get fag [@] come well go fishin shit,1
[@] your trash,0
[@] pull bulbasuar know bout make yo girl pussi sore,1
[@] bitch got blood dat hang la,1
[@] [@] [@] [@] [@] fuck lil bitch prolli gotta lil dick,1
[@] gotta keep bitch check,1
[@] idiot opinion like make poll less trash poll werent problem peopl integr vote,0
[@] look like fuck shrek bitch,1
[@] choke bread bitch,1
[@] [@] ya girl slimi ass hoe get control tell stop spray bullshit mouth day,1
[@] hell na  he honki brah,1
[@] [@] get cunt,1
[@] wuz make gener statement never call bitch,1
[@] [@] he still pogu though,0
[@] onlin soon enough get anathema merch cracker need,0
[@] know hoe aint right,1
[@] bitch shut fuck goddam slut bitch whore nigga,1
[@] jk fuck dog fuck fish pussi,1
[@] ya real account dumb bitch go wam fuck bitch,1
[@] nigga grow ball concentr pussi,1
[@] show fairi block [@] [@] [@] [@] [@] [@],0
[@] [@] [@] [@] rather believ man definit good mock,0
[@] dude piss look fuck die least yoke ape,1
[@] sell anyth peopl will buy highli prostitut think pussi sell,1
[@] support lesbian support faggot differ,1
[@] bitch ass nigga rico ,1
[@] awe boy shirt tight bitch avi polo man turnt wrestler fat ass lil boy,1
[@] boy look like slave hoe,1
[@] lmaoooo middl school knock pussi ear shirt french toast,1
[@] problem rememb quirk real bitch,1
[@] giant trashtheir time,0
[@] come hoe,1
[@] perfect smoke weather haha bro aint even hood yet alreadi got hoe tri say town,1
[@] hoe shit bro x better rn nigga high,1
[@] well dirti bird could middl finger sinc phallic give bird necessarili wobblewibbl,0
[@] bitch eh hahah,1
[@] stand peopl get fuck amp especi whini bitch even get scare,1
[@] kendrick better papoos drake,0
[@] nigga fuck plano school go hard bitch way better richardson,1
[@] mixtap sell sole got banger,0
[@] lucki sensibl never fag drug pleas statist ye beer,1
[@] even spell right brain ape,0
[@] [@] [@] anoth black man anyth monkey alway monkey chicago idiot,1
[@] idk  gotta think caus bitch small shit,1
[@] ugli ass pictur thank bitch,1
[@] might one bitch,1
[@] [@] couldnt care less bitch,1
[@] fck dem bitch alway got sum shit wit,1
[@]  pussi amp purp,1
[@] hey bitch gonna talk shit tag quit bitch fuck car caus hold air dumbass,1
[@] hate feel like faggot punk ass hoe,1
[@] wash butthol tongu littl faggot,1
[@] shut mouth littl fuckin bitch,1
[@] dirti littl bitch,1
[@] whatev fuck asshol nigger look alik,1
[@] littl isi faggot usual bag head anyway make bullet placement interest scope,1
[@] lol tell dat white bitch said hey,1
[@] [@] [@] [@] [@] [@] come bitch,1
[@] knw homi show bitch love,1
[@] [@] mcrib bun contain chemic azodicarbonamid also use make yoga mat amp sole shoe,0
[@] mom pussi die slow death well good compani virgin,1
[@] [@] purpl amp pinkfor faggot want protectedbi polic instead bear arm need,1
[@] bitch like mean someth,1
[@] [@] gotta atleast  call bitch lol,1
[@] fag,1
[@] [@] [@] shut fag,1
[@] iron he trashcan hold trash everytim two cuddl burn,0
[@] lol nigga real retard,1
[@] she bad bitch,1
[@] smile like retard kid took till like th grade learn natur smile,1
